name,currency,symbolIB,symbolTrading,exchange
WisdomTree S&P 500 VIX Short-Term Futures 2.25x Daily Leveraged,GBP,VILX,VILX,lse
Leverage Shares 2x Visa ETP,USD,VIS2,VIS2,lse
Leverage Shares 2x Visa ETP,EUR,VISE,VISE,lse
WisdomTree S&P 500 VIX Short-Term Futures 2.25x Daily Leveraged,USD,VIXL,VIXL,lse
LEVERAGE SHARES 2X VODAFONE,GBP,VOD2,VOD2,lse
WisdomTree Battery Solutions UCITS ETF,USD,VOLT,VOLT,lse
WisdomTree Physical Platinum,EUR,VZLA,OVZA,lse
WisdomTree Physical Palladium,EUR,VZLB,OVZB,lse
WisdomTree Physical Silver,EUR,VZLC,OVZC,lse
Lyxor World Water UCITS ETF,GBP,WATL,WATL,lse
WisdomTree Cloud Computing UCITS ETF,USD,WCLD,WCLD,lse
Wisdomtree Enhanced Commodity UCITS ETF,USD,WCOA,WCOA,lse
Wisdomtree Enhanced Commodity UCITS ETF,GBP,WCOB,WCOB,lse
Wisdomtree Enhanced Commodity UCITS ETF,GBP,WCOG,WCOG,lse
Wisdomtree Enhanced Commodity UCITS ETF,GBP,WCOM,WCOM,lse
Ossiam ETF World MINIMUM VARIANCE,USD,WDMV,WDMV,lse
WisdomTree Wheat,USD,WEAT,WEAT,lse
HAN-GINS Indxx Healthcare Innovation UCITS ETF,USD,WELL,WELL,lse
HAN-GINS Indxx Healthcare Innovation UCITS ETF,GBP,WELP,WELP,lse
Lyxor MSCI World ESG Trend Leaders DR UCITS ETF,USD,WESG,WESG,lse
Lyxor MSCI World UCITS ETF,USD,WLDD,WLDD,lse
Lyxor MSCI World UCITS ETF,GBP,WLDL,WLDL,lse
Lyxor MSCI World UCITS ETF,USD,WLDU,WLDU,lse
Amundi Index MSCI World SRI UCITS ETF DR,GBP,WSRI,WSRI,lse
WisdomTree Artificial Intelligence UCITS ETF,USD,WTAI,WTAI,lse
WisdomTree WTI Crude Oil Pre-roll,USD,WTID,WTID,lse
WisdomTree ISEQ 20 UCITS ETF,EUR,WTIE,ISQE,lse
WisdomTree UK Equity Income UCITS ETF,GBP,WUKD,WUKD,lse
UBS ETC linked to the UBS Bloomberg CMCI Components USD Total Return Wheat Index,USD,WWTU,WWTU,lse
Xtrackers Physical Gold EUR Hedged ETC,EUR,XAD1,OXA1,lse
Xtrackers Physical Gold ETC EUR,EUR,XAD5,OXA5,lse
Xtrackers Physical Silver ETC EUR,EUR,XAD6,OXA6,lse
Xtrackers FTSE All-Share UCITS ETF,GBP,XASX,XASX,lse
Xtrackers S&P ASX 200 UCITS ETF,GBP,XAUS,XAUS,lse
Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF,USD,XAXD,XAXD,lse
Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF,GBP,XAXJ,XAXJ,lse
Xtrackers II Global Aggregate Bond Swap UCITS ETF,GBP,XBAG,XBAG,lse
Xtrackers MSCI Pakistan Swap UCITS ETF,USD,XBAK,XBAK,lse
Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF,USD,XBCU,XBCU,lse
Xtrackers II Global Aggregate Bond Swap UCITS ETF,GBP,XBGG,XBGG,lse
Xtrackers MSCI Canada UCITS ETF,USD,XCAD,XCAD,lse
Xtrackers CSI300 Swap UCITS ETF,USD,XCHA,XCHA,lse
Xtrackers II Australia Government Bond UCITS ETF,GBP,XCS2,XCS2,lse
Xtrackers MSCI Malaysia UCITS ETF,USD,XCS3,XCS3,lse
Xtrackers MSCI Thailand UCITS ETF,USD,XCS4,XCS4,lse
Xtrackers MSCI India Swap UCITS ETF,USD,XCS5,XCS5,lse
Xtrackers MSCI China UCITS ETF,USD,XCS6,XCS6,lse
Xtrackers WTI Crude Oil Optimum Yield  ETC,USD,XCT9,XCT9,lse
Xtrackers Brent Crude Oil Optimum Yield  ETC EUR,EUR,XCTL,OXCT,lse
Xtrackers MSCI Malaysia UCITS ETF,GBP,XCX3,XCX3,lse
Xtrackers MSCI Thailand UCITS ETF,GBP,XCX4,XCX4,lse
Xtrackers MSCI India Swap UCITS ETF,GBP,XCX5,XCX5,lse
Xtrackers MSCI China UCITS ETF,GBP,XCX6,XCX6,lse
Xtrackers Euro Stoxx Quality Dividend UCITS ETF,GBP,XD3E,XD3E,lse
Xtrackers MSCI EMU UCITS ETF,USD,XD5D,XD5D,lse
Xtrackers MSCI EMU UCITS ETF,GBP,XD5E,XD5E,lse
Xtrackers MSCI EMU UCITS ETF,GBP,XD5S,XD5S,lse
Xtrackers MSCI USA UCITS ETF,USD,XD9U,XD9U,lse
Xtrackers DAX UCITS ETF,GBP,XDAX,XDAX,lse
Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF,GBP,XDBG,XDBG,lse
Xtrackers DAX Income UCITS ETF,GBP,XDDX,XDDX,lse
Xtrackers MSCI World Minimum Volatility UCITS ETF,GBP,XDEB,XDEB,lse
Xtrackers MSCI World Momentum UCITS ETF,GBP,XDEM,XDEM,lse
Xtrackers MSCI World Quality UCITS ETF,GBP,XDEQ,XDEQ,lse
Xtrackers FTSE Developed Europe Real Estate UCITS ETF,GBP,XDER,XDER,lse
Xtrackers MSCI World Value UCITS ETF,GBP,XDEV,XDEV,lse
Xtrackers S&P 500 Equal Weight UCITS ETF,USD,XDEW,XDEW,lse
Xtrackers FTSE All-World ex UK UCITS ETF,GBP,XDEX,XDEX,lse
Xtrackers USD Corporate Bond UCITS ETF,USD,XDGU,XDGU,lse
Xtrackers Nikkei 225 UCITS ETF,GBP,XDJP,XDJP,lse
Xtrackers MSCI Nordic UCITS ETF,GBP,XDN0,XDN0,lse
Xtrackers JPX-Nikkei 400 UCITS ETF,GBP,XDNG,XDNG,lse
Xtrackers JPX-Nikkei 400 UCITS ETF,GBP,XDNS,XDNS,lse
Xtrackers JPX-Nikkei 400 UCITS ETF,USD,XDNU,XDNU,lse
Xtrackers JPX-Nikkei 400 UCITS ETF,USD,XDNY,XDNY,lse
Xtrackers S&P 500 UCITS ETF,GBP,XDPG,XDPG,lse
Xtrackers FTSE 100 UCITS ETF,GBP,XDUK,XDUK,lse
Xtrackers MSCI USA UCITS ETF,GBP,XDUS,XDUS,lse
Xtrackers MSCI World Energy UCITS ETF,USD,XDW0,XDW0,lse
Xtrackers MSCI World Consumer Discretionary UCITS ETF,USD,XDWC,XDWC,lse
Xtrackers MSCI World UCITS ETF,USD,XDWD,XDWD,lse
Xtrackers S&P 500 Equal Weight UCITS ETF,GBP,XDWE,XDWE,lse
Xtrackers MSCI World Financials UCITS ETF,USD,XDWF,XDWF,lse
Xtrackers MSCI World UCITS ETF,GBP,XDWG,XDWG,lse
Xtrackers MSCI World Health Care UCITS ETF,USD,XDWH,XDWH,lse
Xtrackers MSCI World Industrials UCITS ETF,USD,XDWI,XDWI,lse
Xtrackers MSCI World UCITS ETF,USD,XDWL,XDWL,lse
Xtrackers MSCI World Materials UCITS ETF,USD,XDWM,XDWM,lse
Xtrackers MSCI World Consumer Staples UCITS ETF,USD,XDWS,XDWS,lse
Xtrackers MSCI World Information Technology UCITS ETF,USD,XDWT,XDWT,lse
Xtrackers MSCI World Utilities UCITS ETF,USD,XDWU,XDWU,lse
Xtrackers MSCI World High Dividend Yield UCITS ETF,USD,XDWY,XDWY,lse
Xtrackers MSCI Europe UCITS ETF,USD,XEOU,XEOU,lse
Xtrackers Euro Stoxx 50 UCITS ETF,GBP,XESC,XESC,lse
Xtrackers Euro Stoxx 50 UCITS ETF,GBP,XESX,XESX,lse
Xtrackers MSCI Europe Mid Cap UCITS ETF,GBP,XEUM,XEUM,lse
Xtrackers II USD Overnight Rate Swap UCITS ETF,USD,XFFE,XFFE,lse
WisdomTree Broad Commodities Ex-Agriculture and Livestock,USD,XFRM,XFRM,lse
Xtrackers FTSE Vietnam Swap UCITS ETF,GBP,XFVT,XFVT,lse
Xtrackers II Global Government Bond UCITS ETF,GBP,XG7S,XG7S,lse
Xtrackers II Global Inflation-Linked Bond UCITS ETF,USD,XG7U,XG7U,lse
Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF,USD,XGDD,XGDD,lse
Xtrackers IE Physical Gold ETC Securities,USD,XGDU,XGDU,lse
Xtrackers II Global Government Bond UCITS ETF,USD,XGGB,XGGB,lse
Xtrackers S&P Global Infrastructure Swap UCITS ETF,USD,XGID,XGID,lse
Xtrackers II Global Inflation-Linked Bond UCITS ETF,GBP,XGIG,XGIG,lse
Xtrackers II Global Inflation-Linked Bond UCITS ETF,GBP,XGIU,XGIU,lse
Xtrackers Physical Gold ETC,USD,XGLD,XGLD,lse
Xtrackers MSCI GCC Select Swap UCITS ETF,USD,XGLF,XGLF,lse
Xtrackers Physical Gold GBP Hedged ETC,GBP,XGLS,XGLS,lse
Xtrackers II Eurozone Government Bond UCITS ETF,USD,XGLU,XGLU,lse
Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF,GBP,XGSD,XGSD,lse
Xtrackers II Global Government Bond UCITS ETF,GBP,XGSG,XGSG,lse
Xtrackers II Global Government Bond UCITS ETF,USD,XGSI,XGSI,lse
Xtrackers II EUR High Yield Corporate Bond UCITS ETF,EUR,XHYG,XHYG,lse
Xtrackers MSCI Indonesia Swap UCITS ETF,USD,XIDD,XIDD,lse
Xtrackers MSCI Korea UCITS ETF,GBP,XKS2,XKS2,lse
Xtrackers LevDAX Daily Swap UCITS ETF,GBP,XLDX,XLDX,lse
Xtrackers LPX Private Equity Swap UCITS ETF,GBP,XLPE,XLPE,lse
Xtrackers MSCI Africa TOP 50  Swap UCITS ETF,USD,XMAF,XMAF,lse
Xtrackers MSCI EM Asia Swap UCITS ETF,USD,XMAI,XMAD,lse
Xtrackers MSCI EM Asia Swap UCITS ETF,GBP,XMAS,XMAS,lse
Xtrackers MSCI AC World UCITS ETF,GBP,XMAW,XMAW,lse
Xtrackers MSCI Brazil UCITS ETF,USD,XMBD,XMBD,lse
Xtrackers MSCI Brazil UCITS ETF,GBP,XMBR,XMBR,lse
Xtrackers FTSE 250 UCITS ETF,GBP,XMCX,XMCX,lse
Xtrackers MSCI Europe UCITS ETF,USD,XMED,XMED,lse
Xtrackers MSCI Emerging Markets Swap UCITS ETF,GBP,XMEM,XMEM,lse
Xtrackers MSCI Mexico UCITS ETF,USD,XMES,XMES,lse
Xtrackers MSCI Europe UCITS ETF,GBP,XMEU,XMEU,lse
Xtrackers MSCI Mexico UCITS ETF,GBP,XMEX,XMEX,lse
Xtrackers MSCI Indonesia Swap UCITS ETF,GBP,XMID,XMID,lse
Xtrackers MSCI Japan UCITS ETF,USD,XMJD,XMJD,lse
Xtrackers MSCI Japan UCITS ETF,GBP,XMJG,XMJG,lse
Xtrackers MSCI Japan UCITS ETF,GBP,XMJP,XMJP,lse
Xtrackers MSCI Korea UCITS ETF,USD,XMKO,XKSD,lse
Xtrackers MSCI EM Latin America Swap UCITS ETF,GBP,XMLA,XMLA,lse
Xtrackers MSCI EM Latin America Swap UCITS ETF,USD,XMLD,XMLD,lse
Xtrackers MSCI Emerging Markets Swap UCITS ETF,USD,XMMD,XMMD,lse
Xtrackers MSCI Emerging Markets UCITS ETF,USD,XMME,XMME,lse
Xtrackers MSCI Emerging Markets UCITS ETF,GBP,XMMS,XMMS,lse
Xtrackers MSCI Russia Capped Swap UCITS ETF,GBP,XMRC,XMRC,lse
Xtrackers MSCI Russia Capped Swap UCITS ETF,USD,XMRD,XMRD,lse
Xtrackers MSCI Taiwan UCITS ETF,USD,XMTD,XMTD,lse
Xtrackers MSCI Taiwan UCITS ETF,GBP,XMTW,XMTW,lse
Xtrackers MSCI USA Swap UCITS ETF,USD,XMUD,XMUD,lse
Xtrackers MSCI Japan UCITS ETF,USD,XMUJ,XMUJ,lse
Xtrackers MSCI USA Swap UCITS ETF,GBP,XMUS,XMUS,lse
Xtrackers MSCI USA Minimum Volatility UCITS ETF,USD,XMVU,XMVU,lse
Xtrackers MSCI World Swap UCITS ETF,USD,XMWD,XMWD,lse
"Xtrackers MSCI EM Europe, Middle East & Africa Swap UCITS ETF",USD,XMXD,XMXD,lse
Xtrackers Nifty 50 Swap UCITS ETF,USD,XNID,XNID,lse
Xtrackers Nifty 50 Swap UCITS ETF,GBP,XNIF,XNIF,lse
Xtrackers Physical Palladium ETC,USD,XPAL,XPAL,lse
Xtrackers MSCI Philippines UCITS ETF,GBP,XPHG,XPHG,lse
Xtrackers MSCI Philippines UCITS ETF,USD,XPHI,XPHI,lse
Xtrackers Physical Platinum ETC,USD,XPLA,XPLA,lse
Xtrackers IE Physical Platinum ETC Securities,USD,XPPT,XPPT,lse
Xtrackers MSCI Pacific ex Japan UCITS ETF,USD,XPXD,XPXD,lse
Xtrackers MSCI Pacific ex Japan UCITS ETF,GBP,XPXJ,XPXJ,lse
Xtrackers USD Emerging Markets Bond Quality Weighted UCITS ETF,USD,XQUA,XQUA,lse
Xtrackers Physical Rhodium ETC,USD,XRH0,XRH0,lse
Xtrackers Russell Midcap UCITS ETF,USD,XRMU,XRMU,lse
Xtrackers Russell 2000 UCITS ETF,GBP,XRSG,XRSG,lse
Xtrackers Russell Midcap UCITS ETF,GBP,XRSS,XRSS,lse
Xtrackers Russell 2000 UCITS ETF,USD,XRSU,XRSU,lse
Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF,USD,XS2D,XS2D,lse
Xtrackers Stoxx Europe 600 Food & Beverage Swap UCITS ETF,GBP,XS3R,XS3R,lse
Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF,GBP,XS6R,XS6R,lse
Xtrackers Stoxx Europe 600 Banks Swap UCITS ETF,GBP,XS7R,XS7R,lse
Xtrackers Stoxx Europe 600 Technology Swap UCITS ETF,GBP,XS8R,XS8R,lse
Xtrackers MSCI USA Consumer Dcretionary UCITS ETF,GBP,XSCD,XSCD,lse
Xtrackers MSCI USA Consumer Staples UCITS ETF,GBP,XSCS,XSCS,lse
Xtrackers ShortDAX x2 Daily Swap UCITS ETF,GBP,XSD2,XSD2,lse
Xtrackers Stoxx Europe 600 Health Care Swap UCITS ETF,GBP,XSDR,XSDR,lse
Xtrackers ShortDAX Daily Swap UCITS ETF,GBP,XSDX,XSDX,lse
Xtrackers MSCI USA Energy UCITS ETF,GBP,XSEN,XSEN,lse
Xtrackers Stoxx Europe 600 Oil & Gas Swap UCITS ETF,GBP,XSER,XSER,lse
Xtrackers S&P Select Frontier Swap UCITS ETF,USD,XSFD,XSFD,lse
Xtrackers MSCI USA Financials UCITS ETF,GBP,XSFN,XSFN,lse
Xtrackers S&P Select Frontier Swap UCITS ETF,GBP,XSFR,XSFR,lse
Xtrackers S&P Global Infrastructure Swap UCITS ETF,GBP,XSGI,XSGI,lse
Xtrackers MSCI USA Health Care UCITS ETF,GBP,XSHC,XSHC,lse
Xtrackers Physical Silver ETC,USD,XSIL,XSIL,lse
Xtrackers Stoxx Europe 600 Telecommunications Swap UCITS ETF,GBP,XSKR,XSKR,lse
Xtrackers Stoxx Europe 600 Industrial Goods Swap UCITS ETF,GBP,XSNR,XSNR,lse
Xtrackers S&P 500 Inverse Daily Swap UCITS ETF,USD,XSPD,XSPD,lse
Xtrackers Stoxx Europe 600 Basic Resources Swap UCITS ETF,GBP,XSPR,XSPR,lse
Xtrackers S&P 500 Inverse Daily Swap UCITS ETF,GBP,XSPS,XSPS,lse
Xtrackers S&P 500 Swap UCITS ETF,USD,XSPU,XSPU,lse
Xtrackers S&P 500 Swap UCITS ETF,GBP,XSPX,XSPX,lse
Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF,GBP,XSSX,XSSX,lse
Xtrackers MSCI USA Information Technology UCITS ETF,GBP,XSTC,XSTC,lse
Xtrackers II GBP Overnight Rate Swap UCITS ETF,GBP,XSTR,XSTR,lse
Xtrackers Stoxx Europe 600 UCITS ETF,GBP,XSX6,XSX6,lse
Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF,USD,XT2D,XT2D,lse
Xtrackers MSCI USA Consumer Dcretionary UCITS ETF,USD,XUCD,XUCD,lse
Xtrackers MSCI USA Consumer Staples UCITS ETF,USD,XUCS,XUCS,lse
Xtrackers II USD Emerging Markets Bond UCITS ETF,USD,XUEB,XUEB,lse
Xtrackers S&P Europe ex UK UCITS ETF,GBP,XUEK,XUEK,lse
Xtrackers II USD Emerging Markets Bond UCITS ETF,USD,XUEM,XUEM,lse
Xtrackers MSCI USA Energy UCITS ETF,USD,XUEN,XUEN,lse
Xtrackers MSCI USA Banks UCITS ETF,GBP,XUFB,XUFB,lse
Xtrackers MSCI USA Financials UCITS ETF,USD,XUFN,XUFN,lse
Xtrackers MSCI USA Health Care UCITS ETF,USD,XUHC,XUHC,lse
Xtrackers USD High Yield Corporate Bond UCITS ETF,USD,XUHY,XUHY,lse
Xtrackers FTSE 100 Short Daily Swap UCITS ETF,GBP,XUKS,XUKS,lse
Xtrackers FTSE 100 Income UCITS ETF,GBP,XUKX,XUKX,lse
Xtrackers USD Overnight Rate Swap UCITS ETF,USD,XUSD,XUSD,lse
Xtrackers II US Treasuries 1-3 UCITS ETF,USD,XUT3,XUT3,lse
Xtrackers MSCI USA Information Technology UCITS ETF,USD,XUTC,XUTC,lse
Xtrackers II US Treasuries UCITS ETF,USD,XUTD,XUTD,lse
Xtrackers FTSE Vietnam Swap UCITS ETF,USD,XVTD,XVTD,lse
Xtrackers MSCI World UCITS ETF,GBP,XWLD,XWLD,lse
Xtrackers MSCI World Communication Services UCITS ETF,USD,XWTS,XWTS,lse
Xtrackers FTSE China 50 UCITS ETF,GBP,XX25,XX25,lse
Xtrackers FTSE China 50 UCITS ETF,USD,XX2D,XX2D,lse
Xtrackers MSCI Europe Small Cap UCITS ETF,GBP,XXSC,XXSC,lse
Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF,USD,XYLD,XYLD,lse
Xtrackers ESG MSCI Emerging Markets UCITS ETF,USD,XZEM,XZEM,lse
Xtrackers ESG MSCI Europe UCITS ETF,GBP,XZEU,XZEU,lse
Xtrackers ESG MSCI Japan UCITS ETF,USD,XZMJ,XZMJ,lse
Xtrackers ESG MSCI USA UCITS ETF,USD,XZMU,XZMU,lse
Xtrackers ESG MSCI World UCITS ETF,USD,XZW0,XZW0,lse
Lyxor BofAML EUR High Yield Ex-Financial Bond UCITS ETF,EUR,YIEL,YIEL,lse
WisdomTree Zinc,USD,ZINC,ZINC,lse
GraniteShares 3x Long AstraZeneca Daily ETP,GBP,3LAZ,3LAZ,lseetf
GraniteShares 3x Long BAE Systems Daily ETP,GBP,3LBA,3LBA,lseetf
GraniteShares 3x Long Barclays Daily ETP,GBP,3LBC,3LBC,lseetf
GraniteShares 3x Long BP Daily ETP,GBP,3LBP,3LBP,lseetf
GraniteShares 3x Long Diageo Daily ETP,GBP,3LDO,3LDO,lseetf
GraniteShares 3x Long Glencore Daily ETP,GBP,3LGL,3LGL,lseetf
GraniteShares 3x Long Lloyds Banking Group Daily ETP,GBP,3LLL,3LLL,lseetf
GraniteShares 3x Long Royal Dutch Shell Daily ETP,GBP,3LRD,3LRD,lseetf
GraniteShares 3x Long Rio Tinto Daily ETP,GBP,3LRI,3LRI,lseetf
GraniteShares 3x Long Rolls-Royce Daily ETP,GBP,3LRR,3LRR,lseetf
GraniteShares 3x Long Vodafone Daily ETP,GBP,3LVO,3LVO,lseetf
GraniteShares 3x Short AstraZeneca Daily ETP,GBP,3SAZ,3SAZ,lseetf
GraniteShares 3x Short BAE Systems Daily ETP,GBP,3SBA,3SBA,lseetf
GraniteShares 3x Short Barclays Daily ETP,GBP,3SBC,3SBC,lseetf
GraniteShares 3x Short BP Daily ETP,GBP,3SBP,3SBP,lseetf
GraniteShares 3x Short Diageo Daily ETP,GBP,3SDO,3SDO,lseetf
GraniteShares 3x Short Glencore Daily ETP,GBP,3SGL,3SGL,lseetf
GraniteShares 3x Short Lloyds Banking Group Daily ETP,GBP,3SLL,3SLL,lseetf
GraniteShares 3x Short Royal Dutch Shell Daily ETP,GBP,3SRD,3SRD,lseetf
GraniteShares 3x Short Rio Tinto Daily ETP,GBP,3SRI,3SRI,lseetf
GraniteShares 3x Short Rolls-Royce Daily ETP,GBP,3SRR,3SRR,lseetf
GraniteShares 3x Short Vodafone Daily ETP,GBP,3SVO,3SVO,lseetf
Ossiam ESG Low Carbon Shiller Barclays Cape US Sector UCITS ETF,USD,5HED,5HED,lseetf
Ossiam ESG Low Carbon Shiller Barclays Cape US Sector UCITS ETF,GBP,5HEP,5HEP,lseetf
SPDR MSCI ACWI ETF,USD,ACWD,ACWD,lseetf
SPDR MSCI ACWI ETF,GBP,ACWI,ACWI,lseetf
iShares Core Global Aggregate Bond UCITS ETF,GBP,AGBP,AGBP,lseetf
iShares Ageing Population UCITS ETF,USD,AGED,AGED,lseetf
iShares Ageing Population UCITS ETF,GBP,AGES,AGES,lseetf
iShares Core Global Aggregate Bond UCITS ETF,USD,AGGG,AGGG,lseetf
iShares Core Global Aggregate Bond UCITS ETF,EUR,AGGH,0GGH,lseetf
iShares Core Global Aggregate Bond UCITS ETF,USD,AGGU,AGGU,lseetf
L&G Artificial Intelligence UCITS ETF,GBP,AIAG,AIAG,lseetf
L&G Artificial Intelligence UCITS ETF,USD,AIAI,AIAI,lseetf
SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF,USD,ASDV,ASDV,lseetf
Invesco AT1 Capital Bond UCITS ETF,USD,AT1,AT1,lseetf
Invesco AT1 Capital Bond UCITS ETF,GBP,AT1D,AT1D,lseetf
Invesco AT1 Capital Bond UCITS ETF,GBP,AT1P,AT1P,lseetf
Invesco AT1 Capital Bond UCITS ETF,GBP,AT1S,AT1S,lseetf
L&G Gold Mining UCITS ETF,USD,AUCO,AUCO,lseetf
L&G Gold Mining UCITS ETF,GBP,AUCP,AUCP,lseetf
iShares US Equity Buyback Achievers UCITS ETF,USD,BACK,BACK,lseetf
L&G Battery Value-Chain UCITS ETF,GBP,BATG,BATG,lseetf
L&G Battery Value-Chain UCITS ETF,USD,BATT,BATT,lseetf
JPMorgan Betabuilders US Equity UCITS ETF,GBP,BBDD,BBDD,lseetf
JPMorgan BetaBuilders EUR Govt Bond UCITS ETF,EUR,BBEG,BBEG,lseetf
JPMorgan BetaBuilders EUR Govt Bond UCITS ETF,GBP,BBGE,BBGE,lseetf
JPMorgan BetaBuilders US Treasury Bond 0-1 YR UCITS ETF,USD,BBIL,BBIL,lseetf
JPMorgan BetaBuilders US Treasury Bond 0-1 YR UCITS ETF,GBP,BBLL,BBLL,lseetf
JPMorgan BetaBuilders US Treasury Bond UCITS ETF,GBP,BBRT,BBRT,lseetf
JPMorgan BetaBuilders US Treasury Bond UCITS ETF,GBP,BBTP,BBTP,lseetf
JPMorgan BetaBuilders US Treasury Bond UCITS ETF,USD,BBTR,BBTR,lseetf
JPMorgan Betabuilders US Equity UCITS ETF,USD,BBUD,BBUD,lseetf
JPMorgan Betabuilders US Equity UCITS ETF,USD,BBUS,BBUS,lseetf
Invesco Elwood Global Blockchain UCITS ETF,USD,BCHN,BCHN,lseetf
Invesco Elwood Global Blockchain UCITS ETF,GBP,BCHS,BCHS,lseetf
L&G All Commodities UCITS ETF,GBP,BCOG,BCOG,lseetf
L&G All Commodities UCITS ETF,USD,BCOM,BCOM,lseetf
L&G Pharma Breakthrough UCITS ETF,GBP,BIGT,BIGT,lseetf
L&G Pharma Breakthrough UCITS ETF,USD,BIOT,BIOT,lseetf
iShares S&P US Banks UCITS ETF,USD,BNKS,BNKS,lseetf
iShares BRIC 50 UCITS ETF,GBP,BRIC,BRIC,lseetf
iShares Nasdaq US Biotechnology UCITS ETF,USD,BTEE,BTEE,lseetf
Invesco Global Buyback Achievers UCITS ETF,USD,BUYB,BUYB,lseetf
L&G E Fund MSCI China A UCITS ETF,GBP,CASE,CASE,lseetf
L&G E Fund MSCI China A UCITS ETF,USD,CASH,CASH,lseetf
Goldman Sachs Access China Government Bond UCITS ETF,USD,CBND,CBND,lseetf
iShares USD Treasury Bond 3-7yr UCITS ETF,GBP,CBUG,CBUG,lseetf
iShares MSCI Canada UCITS ETF,USD,CCAU,CCAU,lseetf
Commerzbank CCBI RQFII Money Market UCITS ETF,EUR,CCME,CCME,lseetf
Commerzbank CCBI RQFII Money Market UCITS ETF,GBP,CCMG,CCMG,lseetf
iShares EUR Govt Bond 7-10yr UCITS ETF EUR Acc,GBP,CE01,CE01,lseetf
iShares EUR Govt Bond 1-3yr UCITS ETF EUR Acc,GBP,CE31,CE31,lseetf
iShares EUR Govt Bond 3-7yr UCITS ETF,GBP,CE71,CE71,lseetf
iShares MSCI EM Asia UCITS ETF,GBP,CEA1,CEA1,lseetf
iShares MSCI EM Consumer Growth UCITS ETF,USD,CEMG,CEMG,lseetf
iShares MSCI EMU Small Cap UCITS ETF,GBP,CES1,CES1,lseetf
iShares Core MSCI EMU UCITS ETF,GBP,CEU1,CEU1,lseetf
iShares Core MSCI EMU UCITS ETF,GBP,CEUG,CEUG,lseetf
ICBCCS WisdomTree S&P China 500 UCITS ETF,USD,CHIN,CHIN,lseetf
ICBCCS WisdomTree S&P China 500 UCITS ETF,GBP,CHIP,CHIP,lseetf
iShares MSCI Japan UCITS ETF,USD,CJPU,CJPU,lseetf
iShares FTSE MIB UCITS ETF EUR Acc,GBP,CMB1,CMB1,lseetf
L&G Longer Dated All Commodities UCITS ETF,GBP,CMFP,CMFP,lseetf
Invesco Bloomberg Commodity UCITS ETF,USD,CMOD,CMOD,lseetf
Invesco Bloomberg Commodity UCITS ETF,GBP,CMOP,CMOP,lseetf
iShares MSCI Mexico Capped UCITS ETF,GBP,CMX1,CMX1,lseetf
iShares Nikkei 225 UCITS ETF,GBP,CNKY,CNKY,lseetf
iShares NASDAQ 100 UCITS ETF,GBP,CNX1,CNX1,lseetf
iShares MSCI China A UCITS ETF,USD,CNYA,CNYA,lseetf
L&G Longer Dated All Commodities UCITS ETF,USD,COMF,COMF,lseetf
iShares Diversified Commodity Swap UCITS ETF,GBP,COMM,COMM,lseetf
iShares Global Corp Bond UCITS ETF,USD,CORP,CORP,lseetf
iShares Core MSCI Pacific ex-Japan UCITS ETF,GBP,CPJ1,CPJ1,lseetf
iShares Global Corp Bond UCITS ETF,GBP,CRHG,CRHG,lseetf
iShares Global Corp Bond UCITS ETF,USD,CRPA,CRPA,lseetf
iShares Global Corp Bond UCITS ETF,GBP,CRPS,CRPS,lseetf
iShares Global Corp Bond UCITS ETF,USD,CRPU,CRPU,lseetf
iShares MSCI Russia ADR/GDR UCITS ETF,GBP,CRU1,CRU1,lseetf
iShares Core EURO STOXX 50 UCITS ETF,GBP,CS51,CS51,lseetf
iShares EUR Govt Bond 1-3yr UCITS ETF EUR Acc,EUR,CSBGE3,CBE3,lseetf
iShares USD Treasury Bond 7-10yr UCITS ETF USD Acc,USD,CSBGU0,CBU0,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF USD Acc B,USD,CSBGU3,CBU3,lseetf
iShares USD Treasury Bond 3-7yr UCITS ETF,USD,CSBGU7,CBU7,lseetf
iShares MSCI Brazil UCITS ETF USD Acc,USD,CSBR,CSBR,lseetf
iShares MSCI Canada UCITS ETF,GBP,CSCA,CSCA,lseetf
iShares MSCI EM Asia UCITS ETF,USD,CSEMAS,CEMA,lseetf
iShares Core MSCI EMU UCITS ETF,EUR,CSEMU,CEU,lseetf
iShares MSCI EMU Small Cap UCITS ETF,EUR,CSEMUS,CEUS,lseetf
iShares Dow Jones Industrial Average UCITS ETF,USD,CSINDU,CIND,lseetf
iShares MSCI Japan UCITS ETF,GBP,CSJP,CSJP,lseetf
iShares MSCI Korea UCITS ETF USD Acc,USD,CSKR,CSKR,lseetf
iShares MSCI Mexico Capped UCITS ETF,USD,CSMXCP,CMXC,lseetf
