name,currency,symbolIB,symbolTrading,exchange
iShares NASDAQ 100 UCITS ETF,USD,CSNDX,CNDX,lseetf
iShares Core S&P 500 UCITS ETF,GBP,CSP1,CSP1,lseetf
iShares Core MSCI Pacific ex-Japan UCITS ETF,USD,CSPXJ,CPXJ,lseetf
iShares MSCI Russia ADR/GDR UCITS ETF,USD,CSRU,CSRU,lseetf
iShares Core S&P 500 UCITS ETF,USD,CSSPX,CSPX,lseetf
iShares Core EURO STOXX 50 UCITS ETF,EUR,CSSX5E,CSX5,lseetf
iShares MSCI UK UCITS ETF,GBP,CSUK,CSUK,lseetf
iShares MSCI UK Small Cap UCITS ETF,GBP,CSUKS,CUKS,lseetf
iShares Core FTSE 100 UCITS ETF GBP Acc,GBP,CSUKX,CUKX,lseetf
iShares MSCI USA UCITS ETF,USD,CSUS,CSUS,lseetf
iShares MSCI USA Small Cap UCITS ETF,USD,CSUSS,CUSS,lseetf
iShares MSCI USA UCITS ETF,GBP,CU1,CU1,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF USD Acc B,GBP,CU31,CU31,lseetf
iShares USD Treasury Bond 3-7yr UCITS ETF,GBP,CU71,CU71,lseetf
iShares MSCI USA Small Cap UCITS ETF,GBP,CUS1,CUS1,lseetf
iShares BRIC 50 UCITS ETF,USD,DBRC,DBRC,lseetf
L&G DAX Daily 2x Long UCITS ETF,EUR,DEL21,DEL2,lseetf
L&G DAX Daily 2x Short UCITS ETF,EUR,DES21,DES2,lseetf
iShares Digitalisation UCITS ETF,GBP,DGIT,DGIT,lseetf
iShares Digitalisation UCITS ETF,USD,DGTL,DGTL,lseetf
iShares USD High Yield Corp Bond ESG UCITS ETF,USD,DHYE,DHYE,lseetf
iShares EURO STOXX Mid UCITS ETF,GBP,DJMC,DJMC,lseetf
iShares EURO STOXX Small UCITS ETF,GBP,DJSC,DJSC,lseetf
L&G DAX Daily 2x Long UCITS ETF,GBP,DL2P,DL2P,lseetf
iShares MSCI EM Latin America UCITS ETF,USD,DLTM,DLTM,lseetf
L&G Healthcare Breakthrough UCITS ETF,GBP,DOCG,DOCG,lseetf
L&G Healthcare Breakthrough UCITS ETF,USD,DOCT,DOCT,lseetf
iShares Developed Markets Property Yield UCITS ETF,USD,DPYA,DPYA,lseetf
iShares Developed Markets Property Yield UCITS ETF,EUR,DPYE,DPYE,lseetf
iShares Developed Markets Property Yield UCITS ETF,GBP,DPYG,DPYG,lseetf
iShares IV PLC-iShares Healthcare Innovation UCITS ETF,GBP,DRDR,DRDR,lseetf
L&G DAX Daily 2x Short UCITS ETF,GBP,DS2P,DS2P,lseetf
iShares USD Treasury Bond 20+yr UCITS ETF,USD,DTLA,DTLA,lseetf
iShares USD Treasury Bond 20+yr UCITS ETF,EUR,DTLE,DTLE,lseetf
iShares EUR Govt Bond 20yr Target Duration UCITS ETF,EUR,E20Y,020Y,lseetf
iShares Electric Vehicles & Driving Technology UCITS ETF,USD,ECAR,ECAR,lseetf
L&G Ecommerce Logistics UCITS ETF,GBP,ECOG,ECOG,lseetf
L&G Ecommerce Logistics UCITS ETF,USD,ECOM,ECOM,lseetf
iShares MSCI EM ESG Enhanced UCITS ETF,GBP,EDG2,EDG2,lseetf
SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF,USD,EDVD,EDVD,lseetf
iShares MSCI EM ESG Enhanced UCITS ETF,USD,EEDM,EEDM,lseetf
iShares MSCI USA ESG Enhanced UCITS ETF,USD,EEDS,EEDS,lseetf
iShares MSCI Japan ESG Enhanced UCITS ETF,USD,EEJD,EEJD,lseetf
iShares MSCI Europe ESG Enhanced UCITS ETF,GBP,EEUD,EEUD,lseetf
iShares MSCI World ESG Enhanced UCITS ETF,USD,EEWD,EEWD,lseetf
iShares MSCI World ESG Enhanced UCITS ETF,GBP,EEWG,EEWG,lseetf
iShares EUR Corp Bond ex-Financials UCITS ETF,GBP,EEXF,EEXF,lseetf
Invesco Goldman Sachs Equity Factor Index Emerging Markets UCITS ETF,GBP,EFEP,EFEP,lseetf
Invesco Goldman Sachs Equity Factor Index Europe UCITS ETF,GBP,EFIE,EFIE,lseetf
Invesco Goldman Sachs Equity Factor Index Emerging Markets UCITS ETF,USD,EFIM,EFIM,lseetf
Invesco Goldman Sachs Equity Factor Index World UCITS ETF,GBP,EFIS,EFIS,lseetf
Invesco Goldman Sachs Equity Factor Index World UCITS ETF,USD,EFIW,EFIW,lseetf
iShares Euro Floating Rate Bond UCITS ETF,EUR,EFRN,EFRN,lseetf
iShares MSCI EM ESG Enhanced UCITS ETF,GBP,EGDM,EGDM,lseetf
iShares MSCI World ESG Enhanced UCITS ETF,GBP,EGMW,EGMW,lseetf
iShares Core MSCI EM IMI UCITS ETF,USD,EIMI,EIMI,lseetf
iShares Core MSCI EM IMI UCITS ETF,USD,EIMU,EIMU,lseetf
SPDR MSCI EM Asia ETF,USD,EMAD,EMAD,lseetf
SPDR MSCI EM Asia ETF,GBP,EMAS,EMAS,lseetf
iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF Dist,EUR,EMBE,EMBE,lseetf
iShares JP Morgan USD EM Corp Bond UCITS ETF,USD,EMCA,EMCA,lseetf
SPDR BofA Merrill Lynch Emerging Market Corporate Bond UCITS ETF,GBP,EMCB,EMCB,lseetf
SPDR BofA Merrill Lynch Emerging Market Corporate Bond UCITS ETF,USD,EMCO,EMCO,lseetf
iShares JP Morgan USD EM Corp Bond UCITS ETF,GBP,EMCP,EMCP,lseetf
iShares JP Morgan USD EM Corp Bond UCITS ETF,USD,EMCR,EMCR,lseetf
SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF,USD,EMDD,EMDD,lseetf
SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF,GBP,EMDL,EMDL,lseetf
SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF,GBP,EMDV,EMDV,lseetf
iShares JP Morgan ESG USD EM Bond UCITS ETF,USD,EMES,EMES,lseetf
iShares JP Morgan EM Local Government Bond UCITS ETF,USD,EMGA,EMGA,lseetf
SPDR BofAML 0-5 Year EM USD Government Bond UCITS ETF,USD,EMH5,EMH5,lseetf
Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,USD,EMHD,EMHD,lseetf
iShares J.P. Morgan USD EM Bond UCITS ETF,GBP,EMHG,EMHG,lseetf
iShares MSCI Europe Mid Cap UCITS ETF,EUR,EMID,EMID,lseetf
SPDR Bloomberg Barclays EM Inflation Linked Local Bond UCITS ETF,USD,EMIL,EMIL,lseetf
iShares Core MSCI EM IMI UCITS ETF,GBP,EMIM,EMIM,lseetf
SPDR Bloomberg Barclays EM Inflation Linked Local Bond UCITS ETF,GBP,EMIN,EMIN,lseetf
iShares Edge MSCI EM Minimum Volatility UCITS ETF,USD,EMMV,EMMV,lseetf
SPDR MSCI eMkt ETF,USD,EMRD,EMRD,lseetf
SPDR MSCI eMkt ETF,GBP,EMRG,EMRG,lseetf
iShares JP Morgan ESG USD EM Bond UCITS ETF,USD,EMSA,EMSA,lseetf
SPDR MSCI eMkt SCap ETF,USD,EMSD,EMSD,lseetf
SPDR MSCI eMkt SCap ETF,GBP,EMSM,EMSM,lseetf
iShares MSCI EMU ESG Enhanced UCITS ETF,GBP,EMUD,EMUD,lseetf
SPDR MSCI EMU UCITS ETF,GBP,EMUE,EMUE,lseetf
iShares MSCI EMU Large Cap UCITS ETF,EUR,EMUL,0MUL,lseetf
iShares MSCI EMU Mid Cap UCITS ETF,EUR,EMUM,EMUM,lseetf
iShares MSCI EMU USD Hedged UCITS ETF Acc,USD,EMUU,EMUU,lseetf
iShares Edge MSCI EM Minimum Volatility UCITS ETF,GBP,EMV,EMV,lseetf
iShares Edge MSCI EM Value Factor UCITS ETF,USD,EMVL,EMVL,lseetf
iShares MSCI Europe Quality Dividend UCITS ETF,GBP,EQDS,EQDS,lseetf
Invesco EQQQ Nasdaq-100 UCITS ETF,EUR,EQEU,0H1C,lseetf
Invesco EQQQ Nasdaq-100 UCITS ETF,GBP,EQGB,EQGB,lseetf
Invesco EQQQ Nasdaq-100 UCITS ETF,GBP,EQQQ,EQQQ,lseetf
Invesco EQQQ Nasdaq-100 UCITS ETF,USD,EQQQ1,EQQU,lseetf
iShares EUR Ultrashort Bond UCITS ETF,GBP,ERN1,ERN1,lseetf
iShares USD Ultrashort Bond UCITS ETF,USD,ERNA,ERNA,lseetf
iShares USD Ultrashort Bond UCITS ETF,USD,ERND,ERND,lseetf
iShares EUR Ultrashort Bond UCITS ETF,EUR,ERNE,ERNE,lseetf
iShares  Ultrashort Bond UCITS ETF GBP Dist,GBP,ERNS,ERNS,lseetf
iShares USD Ultrashort Bond UCITS ETF,GBP,ERNU,ERNU,lseetf
SPDR MSCI Europe UCITS ETF,GBP,ERO,ERO,lseetf
iShares  Corp Bond 0-5yr UCITS ETF GBP Dist,EUR,ES15,ES15,lseetf
Invesco MSCI Europe ESG Universal Screened UCITS ETF,GBP,ESGE,ESGE,lseetf
Invesco MSCI World ESG Universal Screened UCITS ETF,GBP,ESGG,ESGG,lseetf
Invesco MSCI USA ESG Universal Screened UCITS ETF,USD,ESGU,ESGU,lseetf
Invesco MSCI World ESG Universal Screened UCITS ETF,USD,ESGW,ESGW,lseetf
SPDR S&P Euro Dividend Aristocrats UCITS ETF,GBP,EUDV,EUDV,lseetf
iShares Core EURO STOXX 50 UCITS ETF EUR Dist,GBP,EUE,EUE,lseetf
Invesco EURO STOXX High Dividend Low Volatility UCITS ETF,GBP,EUHD,EUHD,lseetf
iShares MSCI Europe Mid Cap UCITS ETF,EUR,EUMD,EUMD,lseetf
iShares STOXX Europe 50 UCITS ETF,GBP,EUN,EUN,lseetf
SPDR FTSE EPRA Nareit Developed Europe ex UK Index UCITS ETF,GBP,EURL,EURL,lseetf
SPDR MSCI Europe Small Cap UCITS ETF,GBP,EUSC,EUSC,lseetf
SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,GBP,EUSV,EUSV,lseetf
iShares MSCI Europe ex-UK GBP Hedged UCITS ETF Dist,GBP,EUXS,EUXS,lseetf
SPDR MSCI Europe Value UCITS ETF,GBP,EVAL,EVAL,lseetf
Invesco US High Yield Fallen Angels UCITS ETF,EUR,FAEU,0H1I,lseetf
Invesco US High Yield Fallen Angels UCITS ETF,GBP,FAGB,FAGB,lseetf
Invesco US High Yield Fallen Angels UCITS ETF,GBP,FAHY,FAHY,lseetf
Fidelity Emerging Markets Quality Income UCITS ETF,GBP,FEMD,FEMD,lseetf
Fidelity Emerging Markets Quality Income UCITS ETF,USD,FEME,FEME,lseetf
Fidelity Emerging Markets Quality Income UCITS ETF,USD,FEMI,FEMI,lseetf
Fidelity Emerging Markets Quality Income UCITS ETF,GBP,FEMQ,FEMQ,lseetf
Fidelity Europe Quality Income UCITS ETF,GBP,FEQD,FEQD,lseetf
Fidelity Europe Quality Income UCITS ETF,GBP,FEQP,FEQP,lseetf
Fidelity Europe Quality Income UCITS ETF,GBP,FEUI,FEUI,lseetf
Fidelity Global Quality Income UCITS ETF,GBP,FGQD,FGQD,lseetf
Fidelity Global Quality Income UCITS ETF,USD,FGQI,FGQI,lseetf
Fidelity Global Quality Income UCITS ETF,GBP,FGQP,FGQP,lseetf
Franklin LibertyQ European Equity UCITS ETF,EUR,FLEQ,FLEQ,lseetf
Franklin Liberty Euro Short Maturity UCITS ETF,EUR,FLES,FLES,lseetf
iShares USD Floating Rate Bond UCITS ETF,GBP,FLO5,FLO5,lseetf
iShares USD Floating Rate Bond UCITS ETF,USD,FLOA,FLOA,lseetf
iShares USD Floating Rate Bond UCITS ETF,EUR,FLOE,0FLE,lseetf
iShares USD Floating Rate Bond UCITS ETF,GBP,FLOS,FLOS,lseetf
iShares USD Floating Rate Bond UCITS ETF,USD,FLOT,FLOT,lseetf
Franklin LibertyQ AC Asia ex Japan UCITS ETF,USD,FLQA,FLQA,lseetf
Franklin Liberty Euro Green Bond UCITS ETF,EUR,FLRG,FLRG,lseetf
Franklin FTSE Korea UCITS ETF,GBP,FLRK,FLRK,lseetf
Franklin Liberty USD Investment Grade Corporate Bond UCITS ETF,USD,FLUC,FLUC,lseetf
Franklin FTSE Brazil UCITS ETF,USD,FLXB,FLXB,lseetf
Franklin FTSE China UCITS ETF,USD,FLXC,FLXC,lseetf
Franklin LibertyQ European Dividend UCITS ETF,GBP,FLXD,FLXD,lseetf
Franklin LibertyQ Emerging Markets UCITS ETF,GBP,FLXE,FLXE,lseetf
Franklin LibertyQ Global Equity SRI UCITS ETF,GBP,FLXG,FLXG,lseetf
Franklin FTSE India UCITS ETF,USD,FLXI,FLXI,lseetf
Franklin FTSE Korea UCITS ETF,USD,FLXK,FLXK,lseetf
Franklin LibertyQ U.S. Equity UCITS ETF,GBP,FLXU,FLXU,lseetf
Franklin LibertyQ Global Dividend UCITS ETF,GBP,FLXX,FLXX,lseetf
Franklin FTSE China UCITS ETF,GBP,FRCH,FRCH,lseetf
Franklin LibertyQ Emerging Markets UCITS ETF,USD,FREM,FREM,lseetf
Franklin LibertyQ European Equity UCITS ETF,GBP,FREQ,FREQ,lseetf
Franklin LibertyQ Global Dividend UCITS ETF,USD,FRGD,FRGD,lseetf
Franklin LibertyQ Global Equity SRI UCITS ETF,USD,FRGE,FRGE,lseetf
Franklin FTSE India UCITS ETF,GBP,FRIN,FRIN,lseetf
Franklin LibertyQ AC Asia ex Japan UCITS ETF,GBP,FRQX,FRQX,lseetf
Franklin Liberty USD Investment Grade Corporate Bond UCITS ETF,GBP,FRUC,FRUC,lseetf
Franklin LibertyQ U.S. Equity UCITS ETF,USD,FRUE,FRUE,lseetf
Franklin LibertyQ European Dividend UCITS ETF,EUR,FRXD,FRXD,lseetf
Franklin Liberty Euro Short Maturity UCITS ETF,GBP,FRXE,FRXE,lseetf
iShares Edge MSCI Europe Multifactor UCITS ETF,GBP,FSEU,FSEU,lseetf
iShares Edge MSCI USA Multifactor UCITS ETF,GBP,FSUS,FSUS,lseetf
iShares Edge MSCI World Multifactor UCITS ETF,GBP,FSWD,FSWD,lseetf
SPDR FTSE UK All Share UCITS ETF,GBP,FTAD,FTAD,lseetf
SPDR FTSE UK All Share UCITS ETF,GBP,FTAL,FTAL,lseetf
First Trust Capital Strength UCITS ETF,USD,FTCS,FTCS,lseetf
Invesco KBW NASDAQ Fintech UCITS ETF,USD,FTEK,FTEK,lseetf
Fidelity US Quality Income UCITS ETF,GBP,FUQA,FUQA,lseetf
Fidelity US Quality Income UCITS ETF,USD,FUSA,FUSA,lseetf
Fidelity US Quality Income UCITS ETF,USD,FUSD,FUSD,lseetf
Fidelity US Quality Income UCITS ETF,GBP,FUSI,FUSI,lseetf
Fidelity US Quality Income UCITS ETF,GBP,FUSP,FUSP,lseetf
First Trust Value Line Dividend Index UCITS ETF,USD,FVD,FVD,lseetf
Franklin FTSE Brazil UCITS ETF,GBP,FVUB,FVUB,lseetf
Franklin Liberty Euro Green Bond UCITS ETF,GBP,FVUG,FVUG,lseetf
iShares China Large Cap UCITS ETF,GBP,FXC,FXC,lseetf
iShares China Large Cap UCITS ETF,USD,FXC,IDFX,lseetf
iShares Global AAA-AA Govt Bond UCITS ETF,USD,GAAA,GAAA,lseetf
SPDR S&P Global Dividend Aristocrats UCITS ETF,GBP,GBDV,GBDV,lseetf
SPDR Dow Jones Global Real Estate UCITS ETF,GBP,GBRE,GBRE,lseetf
SPDR Thomson Reuters Global Convertible Bond UCITS ETF,USD,GCVB,GCVB,lseetf
iShares MSCI EM IMI ESG Screened UCITS ETF,GBP,GEDM,GEDM,lseetf
iShares Global High Yield Corp Bond UCITS ETF,GBP,GHYG,GHYG,lseetf
iShares Global High Yield Corp Bond GBP Hedged UCITS ETF Dist,GBP,GHYS,GHYS,lseetf
iShares Global Inflation Linked Govt Bond UCITS ETF,EUR,GILE,GILE,lseetf
SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,GBP,GIN,GIN,lseetf
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF,GBP,GLAB,GLAB,lseetf
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF,USD,GLAD,GLAD,lseetf
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF,USD,GLAG,GLAG,lseetf
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF,USD,GLAU,GLAU,lseetf
SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF,GBP,GLBL,GLBL,lseetf
SPDR Thomson Reuters Global Convertible Bond UCITS ETF,GBP,GLCB,GLCB,lseetf
SPDR S&P Global Dividend Aristocrats UCITS ETF,USD,GLDV,GLDV,lseetf
L&G Clean Water UCITS ETF,GBP,GLGG,GLGG,lseetf
SPDR Dow Jones Global Real Estate UCITS ETF,USD,GLRA,GLRA,lseetf
SPDR Dow Jones Global Real Estate UCITS ETF,USD,GLRE,GLRE,lseetf
Invesco UK Gilt 1-5 Year UCITS ETF,GBP,GLT5,GLT5,lseetf
Invesco UK Gilts UCITS ETF,GBP,GLTA,GLTA,lseetf
SPDR Bloomberg Barclays 15+ Year Gilt UCITS ETF,GBP,GLTL,GLTL,lseetf
Invesco UK Gilts UCITS ETF,GBP,GLTP,GLTP,lseetf
SPDR Bloomberg Barclays 1-5 Year Gilt UCITS ETF,GBP,GLTS,GLTS,lseetf
SPDR Bloomberg Barclays UK Gilt UCITS ETF,GBP,GLTY,GLTY,lseetf
L&G Clean Water UCITS ETF,USD,GLUG,GLUG,lseetf
iShares USD Treasury Bond UCITS ETF,GBP,GOVP,GOVP,lseetf
iShares MSCI USA ESG Screened UCITS ETF,GBP,GPSA,GPSA,lseetf
Goldman Sachs ActiveBeta Emerging Markets Equity UCITS ETF,USD,GSEM,GSEM,lseetf
Goldman Sachs ActiveBeta US Large Cap Equity UCITS ETF,USD,GSLC,GSLC,lseetf
iShares Core S&P 500 UCITS ETF,GBP,GSPX,GSPX,lseetf
SPDR S&P U.S. Communication Services Select Sector UCITS ETF,GBP,GXLC,GXLC,lseetf
HSBC EURO STOXX 50 UCITS ETF,GBP,H50E,H50E,lseetf
HSBC MSCI BRAZIL UCITS ETF,GBP,HBRL,HBRL,lseetf
HSBC MSCI CANADA UCITS ETF,GBP,HCAN,HCAN,lseetf
HSBC MSCI CANADA UCITS ETF,USD,HCANUSD,HCAD,lseetf
Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,GBP,HDEM,HDEM,lseetf
Invesco EURO STOXX High Dividend Low Volatility UCITS ETF,EUR,HDEU,HDEU,lseetf
iShares MSCI USA Quality Dividend UCITS ETF,GBP,HDIQ,HDIQ,lseetf
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,GBP,HDLG,HDLG,lseetf
Invesco S&P 500 High Dividend Low Volatility UCITS ETF,USD,HDLV,HDLV,lseetf
iShares IV PLC-iShares Healthcare Innovation UCITS ETF,USD,HEAL,HEAL,lseetf
HSBC Economic Scale Worldwide Equity UCITS ETF,GBP,HEWA,HEWA,lseetf
HSBC Economic Scale Worldwide Equity UCITS ETF,USD,HEWD,HEWD,lseetf
HSBC MSCI INDONESIA UCITS ETF,USD,HIDD,HIDD,lseetf
HSBC MSCI INDONESIA UCITS ETF,GBP,HIDR,HIDR,lseetf
iShares EUR High Yield Corp Bond UCITS ETF,EUR,HIGH,HIGH,lseetf
HSBC MSCI Korea Capped UCITS ETF,USD,HKOD,HKOD,lseetf
HSBC MSCI Korea Capped UCITS ETF,GBP,HKOR,HKOR,lseetf
iShares USD Corp Bond Interest Rate Hedged UCITS ETF,USD,HLQD,HLQD,lseetf
HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF,USD,HMAD,HMAD,lseetf
HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF,GBP,HMAF,HMAF,lseetf
HSBC MSCI BRAZIL UCITS ETF,USD,HMBR,HMBR,lseetf
HSBC MSCI China A Inclusion UCITS ETF,GBP,HMCA,HMCA,lseetf
HSBC MSCI CHINA UCITS ETF,USD,HMCD,HMCD,lseetf
HSBC MSCI CHINA UCITS ETF,GBP,HMCH,HMCH,lseetf
HSBC MSCI China A Inclusion UCITS ETF,USD,HMCT,HMCT,lseetf
HSBC FTSE 250 UCITS ETF,GBP,HMCX,HMCX,lseetf
HSBC MSCI MEXICO CAPPED UCITS ETF,USD,HMED,HMED,lseetf
HSBC MSCI EMERGING MARKETS UCITS ETF,GBP,HMEF,HMEF,lseetf
HSBC MSCI EMERGING MARKETS UCITS ETF,USD,HMEM,HMEM,lseetf
HSBC MSCI EUROPE UCITS ETF,GBP,HMEU,HMEU,lseetf
HSBC MSCI MEXICO CAPPED UCITS ETF,GBP,HMEX,HMEX,lseetf
HSBC MSCI EM FAR EAST UCITS ETF,USD,HMFD,HMFD,lseetf
HSBC MSCI EM FAR EAST UCITS ETF,GBP,HMFE,HMFE,lseetf
HSBC MSCI JAPAN UCITS ETF,GBP,HMJP,HMJP,lseetf
HSBC MSCI JAPAN UCITS ETF,USD,HMJPUSD,HMJD,lseetf
HSBC MSCI EM LATIN AMERICA UCITS ETF,GBP,HMLA,HMLA,lseetf
HSBC MSCI EM LATIN AMERICA UCITS ETF,USD,HMLD,HMLD,lseetf
HSBC MSCI Saudi Arabia Capped UCITS ETF,USD,HMSA,HMSA,lseetf
HSBC MSCI Saudi Arabia Capped UCITS ETF,GBP,HMSP,HMSP,lseetf
HSBC MSCI USA UCITS ETF,USD,HMUS,HMUD,lseetf
HSBC MSCI USA UCITS ETF,GBP,HMUS,HMUS,lseetf
HSBC MSCI WORLD UCITS ETF,USD,HMWD,HMWD,lseetf
HSBC MSCI WORLD UCITS ETF,GBP,HMWO,HMWO,lseetf
HSBC MSCI PACIFIC EX JAPAN UCITS ETF,USD,HMXJ,HMXD,lseetf
HSBC MSCI PACIFIC EX JAPAN UCITS ETF,GBP,HMXJ,HMXJ,lseetf
HSBC MSCI MALAYSIA UCITS ETF,USD,HMYD,HMYD,lseetf
HSBC MSCI MALAYSIA UCITS ETF,GBP,HMYR,HMYR,lseetf
HSBC FTSE EPRA/NAREIT Developed UCITS ETF,USD,HPRD,HPRD,lseetf
HSBC FTSE EPRA/NAREIT Developed UCITS ETF,GBP,HPRO,HPRO,lseetf
HSBC MSCI RUSSIA CAPPED UCITS ETF $,GBP,HRUB,HRUB,lseetf
HSBC MSCI RUSSIA CAPPED UCITS ETF $,USD,HRUD,HRUD,lseetf
HSBC S&P 500 UCITS ETF,USD,HSPD,HSPD,lseetf
HSBC S&P 500 UCITS ETF,GBP,HSPX,HSPX,lseetf
HSBC MSCI TURKEY UCITS ETF,USD,HTRD,HTRD,lseetf
HSBC MSCI TURKEY UCITS ETF,GBP,HTRY,HTRY,lseetf
HSBC MSCI Taiwan Capped UCITS ETF,USD,HTWD,HTWD,lseetf
HSBC MSCI Taiwan Capped UCITS ETF,GBP,HTWN,HTWN,lseetf
HSBC FTSE 100 UCITS ETF,GBP,HUKX,HUKX,lseetf
HSBC Multi Factor Worldwide Equity UCITS ETF,GBP,HWWA,HWWA,lseetf
HSBC Multi Factor Worldwide Equity UCITS ETF,USD,HWWD,HWWD,lseetf
iShares Global High Yield Corp Bond UCITS ETF,EUR,HYEA,HYEA,lseetf
Invesco US High Yield Fallen Angels UCITS ETF,USD,HYFA,HYFA,lseetf
iShares EUR High Yield Corp Bond UCITS ETF,USD,HYGU,HYGU,lseetf
iShares Global High Yield Corp Bond UCITS ETF,USD,HYLA,HYLA,lseetf
iShares Global High Yield Corp Bond UCITS ETF,USD,HYLD,HYLD,lseetf
HSBC MSCI South Africa Capped UCITS ETF,USD,HZAD,HZAD,lseetf
HSBC MSCI South Africa Capped UCITS ETF,GBP,HZAR,HZAR,lseetf
iShares Global AAA-AA Govt Bond UCITS ETF,USD,IAAA,IAAA,lseetf
iShares AEX UCITS ETF EUR Dist,GBP,IAEX,IAEX,lseetf
iShares Asia Pacific Dividend UCITS ETF,GBP,IAPD,IAPD,lseetf
iShares MSCI China A UCITS ETF,GBP,IASH,IASH,lseetf
iShares Asia Property Yield UCITS ETF,GBP,IASP,IASP,lseetf
iShares Gold Producers UCITS ETF,USD,IAUP,IAUP,lseetf
iShares MSCI Australia UCITS ETF,USD,IAUS,IAUS,lseetf
iShares USD Treasury Bond 0-1yr UCITS ETF,USD,IB01,IB01,lseetf
iShares EUR Inflation Linked Govt Bond UCITS ETF,EUR,IBCI,IBC1,lseetf
iShares EUR Inflation Linked Govt Bond UCITS ETF,GBP,IBCI,IBCI,lseetf
iShares EUR Corp Bond Large Cap UCITS ETF,EUR,IBCX,IBCX,lseetf
iShares EUR Govt Bond 0-1yr UCITS ETF,GBP,IBGE,IBGE,lseetf
iShares EUR Govt Bond 15-30yr UCITS ETF,GBP,IBGL,IBGL,lseetf
iShares EUR Govt Bond 7-10yr UCITS ETF,GBP,IBGM,IBGM,lseetf
iShares EUR Govt Bond 1-3yr UCITS ETF,GBP,IBGS,IBGS,lseetf
iShares EUR Govt Bond 3-5yr UCITS ETF,GBP,IBGX,IBGX,lseetf
iShares EUR Govt Bond 5-7yr UCITS ETF,GBP,IBGY,IBGY,lseetf
iShares EUR Govt Bond 10-15yr UCITS ETF,GBP,IBGZ,IBGZ,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF,USD,IBTA,IBTA,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF,EUR,IBTE,IBTE,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF,GBP,IBTG,IBTG,lseetf
iShares USD Treasury Bond 20+yr UCITS ETF,GBP,IBTL,IBTL,lseetf
iShares USD Treasury Bond 7-10yr UCITS ETF,GBP,IBTM,IBTM,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF,GBP,IBTS,IBTS,lseetf
iShares USD Treasury Bond 1-3yr UCITS ETF,USD,IBTS,IDBT,lseetf
iShares USD Treasury Bond 0-1yr UCITS ETF,USD,IBTU,IBTU,lseetf
iShares MSCI Brazil UCITS ETF USD Dist,GBP,IBZL,IBZL,lseetf
iShares MSCI Brazil UCITS ETF USD Dist,USD,IBZL,IDBZ,lseetf
iShares $ Intermediate Credit Bond UCITS ETF,USD,ICBU,ICBU,lseetf
iShares S&P 500 Consumer Discretionary Sector UCITS ETF,GBP,ICDU,ICDU,lseetf
iShares Diversified Commodity Swap UCITS ETF,USD,ICOM,ICOM,lseetf
iShares EUR Covered Bond UCITS ETF,EUR,ICOV,ICOV,lseetf
iShares S&P 500 Consumer Staples Sector UCITS ETF,GBP,ICSU,ICSU,lseetf
iShares Asia Pacific Dividend UCITS ETF,USD,IDAP,IDAP,lseetf
iShares Asia Property Yield UCITS ETF,USD,IDAR,IDAR,lseetf
iShares MSCI Eastern Europe Capped UCITS ETF,USD,IDEE,IDEE,lseetf
iShares Global Infrastructure UCITS ETF,USD,IDIN,IDIN,lseetf
iShares Euro Total Market Growth Large UCITS ETF,GBP,IDJG,IDJG,lseetf
iShares MSCI Japan Small Cap UCITS ETF,USD,IDJP,IDJP,lseetf
iShares Euro Total Market Value Large UCITS ETF,GBP,IDJV,IDJV,lseetf
iShares MSCI North America UCITS ETF,USD,IDNA,IDNA,lseetf
iShares S&P Small Cap 600 UCITS ETF,USD,IDP6,IDP6,lseetf
iShares USD Treasury Bond 20+yr UCITS ETF,GBP,IDTG,IDTG,lseetf
iShares USD Treasury Bond 20+yr UCITS ETF,USD,IDTL,IDTL,lseetf
iShares USD Treasury Bond 7-10yr UCITS ETF,USD,IDTM,IDTM,lseetf
iShares USD TIPS UCITS ETF,USD,IDTP,IDTP,lseetf
iShares US Property Yield UCITS ETF,USD,IDUP,IDUP,lseetf
iShares Core S&P 500 UCITS ETF USD Dist,USD,IDUS,IDUS,lseetf
iShares Euro Dividend UCITS ETF,GBP,IDVY,IDVY,lseetf
